s	scores
1897	[-0.174510539888837,0.14689308717504648,-0.291991434790786,-0.013968614429898048,-0.231960529215479,0.19058939858728047,-0.06019402780121802,0.10308301881896123,-0.04288979007707505,-0.07223288901572864]
1898	[-0.17099215098854223,0.13835051489172767,-0.2948200575939563,1.9868588085144253E-4,-0.2223999259978444,0.18493515688788748,-0.07395181269857867,0.1069482669688067,-0.03070181374270851,-0.07811780367235985]
1899	[-0.17119164914818,0.14485779304656027,-0.2657352377468991,0.004815227223931683,-0.2158905688557413,0.17790353853716487,-0.06720379957734235,0.08153579352920216,-0.007307644493732627,-0.06524994508743992]
19	[-0.16168378255107838,0.13159425314963627,-0.18253053895256197,0.01666736812794444,0.018755237935160683,-0.055138011711986075,0.0556237803637561,-0.07243489272057367,0.03473757345450132,0.020947773895162326]
190	[-0.21408669958166973,-0.2618996146246049,-0.04596462054538952,-0.02505805626759384,-0.15503196972025982,0.04301568837343692,0.10699379732620287,-0.04404429500171602,-0.09134077726385118,0.01418358755554019]
1900	[-0.16038142551785387,0.15138486598536038,-0.21973184405086976,-0.00842940213168351,-0.19214535143583045,0.12457356563692414,-0.05181095362028579,0.05579597986817424,-0.03493659847136111,-0.04265788313328717]
1901	[-0.1507782425142537,0.16050893055429755,-0.1866471672357451,-0.011392218962872553,-0.1641195021384616,0.09091739996174866,-0.05238697056659956,0.05533413119714118,-0.015406901236602948,-0.03155480964298386]
1902	[-0.1609782807734597,0.1486930681765095,-0.2253556487841299,0.00879903774293513,-0.13518878025839248,0.08965600308504997,-0.05622070026063406,0.03618023811660796,0.04199558777862071,-0.028536643960471016]
1903	[-0.1273655703040371,0.21442134076845998,-0.021959760109275358,-0.0021947515473618342,-0.007210945501477931,-0.08856767418248511,-0.02204744734770993,0.013056381757587549,0.015230969294457702,-0.02506270930129453]
1904	[-0.12746813040792113,0.21605412540765856,-0.01886446100669157,-0.007276544440595563,-0.008912489428085224,-0.08953464809493752,-0.021722500395674645,0.022406765121761877,0.007719326110906585,-0.026101708773153424]
1905	[-0.1278501303638567,0.21076460792193036,-0.022663465293702324,-0.0031489505151701767,-0.008400403776142887,-0.08686499190788773,-0.027478722133205596,0.010451113403808587,0.01827034360631145,-0.0340837596545276]
1906	[-0.12413829888559896,0.207803485349288,-0.014795126772767033,-0.008568887623017492,-0.011925363239624325,-0.09019558782154084,-0.02379452324938496,0.0241479975451442,0.002399077356466726,-0.031141072575023302]
1907	[-0.12831434774558184,0.2116804042500079,-0.016235948009621387,-0.005292897823428404,-0.006670588625148975,-0.08891087023554063,-0.0162003003162001,0.018486406400566653,8.845016739385518E-4,-0.01789074352506567]
1908	[-0.12474236944639754,0.2073914409574699,-0.01731969739173253,-0.004210330546861934,-0.010858622459808892,-0.09380005999844868,-0.023876658496434312,0.01584194437441203,8.868694394094191E-4,-0.029477746645067714]
1909	[-0.12582888422775573,0.19941431171419388,-0.02892278031294205,-0.01085720916316086,-0.003768891169941988,-0.08598764656789513,-0.021640563362415318,0.006813461534131612,0.028694693159508337,-0.02868741801508372]
191	[-0.1909343455679802,-0.246153061676261,0.04520531522120535,-0.021955813981520897,-0.04411574798144105,-0.0700385630872532,0.04037295782848332,-0.06277496951590335,0.049100512599100934,0.008246475937501788]
1910	[-0.12171531983424942,0.21884668362978799,-0.020503470208503637,0.001603825189960846,0.003151792741707603,-0.10084224010333405,-0.025750106526268985,0.021427034036205172,-0.007100248403267234,-0.04673121718711251]
1911	[-0.12032161212824358,0.21290833798323872,-0.017022579968954867,-0.004762764415610021,-0.01196629136562857,-0.09211324111550077,-0.025043400826723034,0.02228946896201025,-0.0025982824227514497,-0.020830199026243723]
1912	[-0.12389953578505142,0.20678361691041633,-0.009096965457846534,-0.004962926655675562,-0.01674530540070597,-0.09169849086929911,-0.025504326821929067,0.029744644635234244,-0.01824262881127146,-4.6032504646226436E-4]
1913	[-0.12282740677764498,0.21651004015480294,-0.010995136918221925,-0.004927418163633445,-0.01583787042036445,-0.09821822290705984,-0.026305982738442882,0.033948295617717214,-0.021937094970541776,-0.014255011827208057]
1914	[-0.20116338394519698,-0.09765269618472536,-0.22840216961654483,0.23928685250949033,0.24014860385106648,0.10422872980611993,0.02329109090722992,0.02435250069149166,-0.008922900118436224,0.026139724672980702]
1915	[-0.20136180600985087,-0.0788753827162318,-0.23709895437980152,0.21083891966457802,0.23285005943122652,0.08213815895067134,0.005359334640467999,0.01792730775425531,0.001486930280489632,0.022700110786752513]
1916	[-0.16855461502327537,-0.0029840552687112913,-0.0812112369955067,0.1696879288666386,0.17881909072029037,0.044916555325972,0.026658481166676788,-0.04516394813210407,0.0743668362564992,-0.0030181616828672806]
1917	[-0.1227389697644423,0.0941572562441532,0.13131869161296444,0.12081397366026574,0.027253879501642243,0.08115251502690818,-0.014328444038033633,-0.022691532462302492,0.02060924779103209,0.008516752085840318]
1918	[-0.1233640321692189,0.12116725827884518,0.10477376179163389,0.08065129249289371,0.015519889922196961,0.027829088054005434,0.02371682534872907,0.013230202020317517,-0.020788115832379293,0.014132376589638498]
1919	[-0.12154986342452696,0.09503808972782762,0.14670796411181083,0.1216658166300716,0.02273569041370207,0.0690045088945823,0.037367144621292564,0.018104315534523286,-0.018423542545499747,0.02552054420006907]
192	[-0.20414676180807512,-0.26364658093527743,0.03717884902199329,-0.0134759374035015,-0.03375980910651213,-0.07904076712198606,0.052126982445641366,-0.07106031620056374,0.06192147953870617,0.0013050946318685713]
1920	[-0.12885777832864617,0.09890968781648941,0.12306053073493353,0.10785305745608982,0.024713710027084657,0.07593129100062827,-0.021054765841021228,-0.02193600564671352,0.02287640917024249,0.007527593873772573]
1921	[-0.1232352775755437,0.08624937825941004,0.13210455934680923,0.11868150724022546,0.024490824306501492,0.08119404423766557,-0.017855438940436116,-0.02436386914457865,0.02836159756613727,0.010423761465662111]
1922	[-0.1241769669677852,0.10264608536243412,0.1297268291357321,0.10941580260885024,0.03348461864481911,0.0724371163697078,0.037857240472803935,-0.005100726220561916,0.006169731638346387,-0.01520629576094125]
1923	[-0.11901593248818704,0.09144389259795792,0.13049731933948222,0.11134734703461244,0.024092316369346146,0.06377187923636467,0.03721276281737625,0.002795370097970421,0.003756110022547196,-0.014543176018689138]
1924	[-0.12171249762479304,0.10151263957940851,0.12266266977151166,0.10679679283239568,0.017087728641040776,0.055989340255197986,0.0403934985170262,0.01451499288603394,0.00381207390956009,-0.015029040176585693]
1925	[-0.13187372234804293,0.10195357869340158,0.1265574774311826,0.10875635631322475,0.018070776881080143,0.050997323570413026,0.039919948326603415,0.0064101666678550145,0.0016532811161176163,-0.025815488196103322]
1926	[-0.12278010713152329,0.10125752739454441,0.1290361820971426,0.12111310216335575,0.02766049524617952,0.08859780516929583,-0.008922812359773987,-0.02493284649326648,0.01944757363732487,0.008992897413658062]
1927	[-0.12476811075154096,0.0980284886884288,0.1267540303830736,0.10753818073703995,0.02643878980743202,0.05992420034663788,0.03044652440745301,-0.0024638251459271755,0.010490069029990156,-0.02411787505556816]
1928	[-0.12520401812215864,0.08963682186788227,0.12942996115029876,0.11355117455013734,0.022179989818109588,0.08446023940343104,-0.020285820814836427,-0.02449470024568153,0.020867899302000514,0.013134467743725304]
1929	[-0.12547338262316596,0.10212255383960361,0.12242314529940285,0.09540930842558565,0.019016301391986404,0.052392383241042687,0.03396339471530246,0.003648813738734367,-0.0032480312782728043,-0.013870306671445376]
193	[-0.17868482927052012,-0.21361503474251747,0.11764335488892393,-0.027870039557974947,-0.043235665680606356,-0.035505586034508874,-0.11925016041936648,-0.042014216235763804,0.09000228390451531,-0.0070929722533876974]
1930	[-0.1295611739910257,0.10651022332721097,0.11744184948290283,0.10319938042876044,0.02784725929401404,0.05740022314380014,0.0325320177114566,0.001425376150020877,0.001679089369011142,-0.015275698917860823]
1931	[-0.12157019895803067,0.09632538869409311,0.128455724569241,0.10647985418140896,0.01882190884031582,0.05552394513132921,0.03787438841777345,0.003963064906416013,-0.008303769355089169,-0.008582736668595202]
1932	[-0.12379640759292482,0.09670357852363315,0.1298220422120026,0.10723632790156287,0.02131178120630582,0.059926547783605816,0.0411853754274682,0.0039056869261681515,-0.0012849336117872366,-0.007488342754210732]
1933	[-0.12416925368462982,0.09193482805639586,0.12899969862035288,0.10193939987372569,0.021082924784695343,0.05840295704245515,0.03985659445823012,0.002138972803060585,-0.005157628558524561,-0.018692402477917505]
1934	[-0.11483169768261324,0.10339424213570872,0.1221349624071728,0.11042749220532715,0.029311939720828403,0.06400078378031433,0.034634984786768214,-0.0052066033204872545,0.009636803829773785,-0.017973262974626432]
1935	[-0.1201327714798611,0.10582635139283225,0.12385880927931377,0.11193611877759951,0.0257906079650798,0.06732143255664336,0.036268455933494495,-0.004386845407577816,0.009359817838517671,-0.01097139489363925]
1936	[-0.1252581250728845,0.10147677050164496,0.13275202997852725,0.10119972776495123,0.026356981121151573,0.05994560418988053,0.03689394021272788,0.016077369985569287,-0.023689694920102918,0.012077069230074492]
1937	[-0.12883321659639632,0.10772917359259986,0.12520022995382254,0.09829174283017474,0.019579769442299996,0.05445129662724761,0.028517161233214378,0.01377162782099777,-0.022046931919691728,0.02101873571712931]
1938	[-0.12159565891110576,0.09714718154454334,0.13710760252421775,0.11043575771085276,0.02424990880113011,0.06419262826725212,0.034578387503475826,0.012008080037700455,-0.02575343412128319,0.02056003357731702]
1939	[-0.12419025514766431,0.1078808132197182,0.13088986331499392,0.11234617199762353,0.02411210984896689,0.06511091489474104,0.03650627566855673,0.011479909443268396,-0.016944203105197158,0.029848664520887632]
194	[-0.21566657350766844,-0.2864180130964865,-0.04218351882095445,-0.0018729773960879676,-0.04338241634658702,-0.039765405058337956,0.08062697859497217,-0.08633680591743063,0.04364940198647689,0.01946076148637469]
1940	[-0.12428427954271203,0.12866411898715382,0.10723405556103625,0.09004059462036669,0.014395886416275637,0.029196595074826335,0.02424536209612171,0.019153650755516494,-0.022045164790652518,0.020660290496320767]
1941	[-0.12671113859528374,0.10707190488806077,0.13010530043351026,0.1115733067274307,0.024603820696885065,0.05361975608387999,0.02957178033949025,0.017812377538613908,-0.025439208016312564,0.01815515386664231]
1942	[-0.12738030815642643,0.10795628199978649,0.13009225463284246,0.11113130349153492,0.020924747917520116,0.057038417161382166,0.028930256661131516,0.014865185520246954,-0.02517797991774946,0.024192018144881054]
1943	[-0.12642902186989152,0.10028903799949587,0.1314475331381827,0.10743704483949654,0.01934292456409079,0.047886328222663296,0.030106858534110114,0.0221130293236828,-0.021257911620864493,0.019432011505644876]
1944	[-0.12384031024804311,0.10480239656924703,0.13282064441830843,0.11084705831136098,0.021677471213552832,0.05626506671647482,0.026504943770662384,0.01804402022398074,-0.029678009157147675,0.01789477971133607]
1945	[-0.12354190962737811,0.09806223036474568,0.12291828735742341,0.1101935669330946,0.02750751542246118,0.08126205529028058,-0.020455995010564967,-0.018846364504079532,0.020531053898540468,0.016101739419507915]
1946	[-0.12314015685583173,0.09813690483234089,0.12573077719286918,0.10588743853845575,0.0174171645024993,0.0449551396798061,0.028509786776516666,0.013348967113478117,-0.019522287185515318,0.009330317871496213]
1947	[-0.12445231235754205,0.110634230761678,0.12407731507339391,0.1035527335031574,0.012199719256657292,0.04327965484546018,0.028596051727791852,0.02060786363347534,-0.026342356412670173,0.011724465796047391]
1948	[-0.12250255615638245,0.09466105875317951,0.13375676048243562,0.11265164551295448,0.021804806020010857,0.05629548689826188,0.04211107983406603,0.014610058677934815,-0.022522597878755893,0.010151109633672968]
1949	[-0.12294595861654434,0.10138578037893106,0.1343361912801533,0.11243808818276368,0.019314057949046986,0.05692466328026079,0.035659536487724366,0.023294627254736484,-0.023643990530375573,0.018934208845377325]
195	[-0.219782658137365,-0.2909424000312842,-0.05310544624612378,-0.006177464026846055,-0.05134347853595444,-0.01816437019906105,0.08428629395185878,-0.08268764969454437,0.04920513314060921,0.013337954927366412]
1950	[-0.12187711243869673,0.1037018118320452,0.13048837203753275,0.11213071965091416,0.031866282032557466,0.05576800298402597,0.024906219960660062,0.006071915106371803,-0.010851052790126865,0.009187004662903136]
1951	[-0.12676282132715497,0.11268461645194744,0.11796455032233735,0.09116982416807196,0.0164375370993352,0.04072055080253725,0.02566339802644329,0.018133923452945372,-0.024297145215185476,0.02092880310532378]
1952	[-0.12481788546449277,0.10617542624016149,0.1302551652383827,0.10918385094816459,0.019427418437405704,0.05865842263491792,0.032480535798980074,0.017833738804713336,-0.022370085584987195,0.02209841212279588]
1953	[-0.11853678375359047,0.11030761553964952,0.13040433468932178,0.1091319342017364,0.02350898935165713,0.05767731785159201,0.035290975271498895,0.02309528718917924,-0.029675954173530417,0.023711479311055245]
1954	[-0.1254819125966474,0.08518390509185822,0.12207610556221364,0.11455987914250508,0.03494925361079709,0.08182870596207295,-0.046637326259883725,-0.04291052465732029,0.0348668259093018,0.030315028461907836]
1955	[-0.12269854138555625,0.11286286830307339,0.12730219087799782,0.10865311348381902,0.024500826357317828,0.05702025571267891,0.033820963956126306,0.015192975279920895,-0.021561903104531203,0.02055512645284081]
1956	[-0.1182314396714372,0.0902444611776509,0.12233548362555521,0.12430161276412069,0.03579261849974937,0.08765219121953473,-0.041071274752195124,-0.041163004077540546,0.03166245156916568,0.02775120111685654]
1957	[-0.12609019773043403,0.1067581218094329,0.1266313562947398,0.12077600494679931,0.03964213807525026,0.064565984759019,0.037418558442548155,-0.00399826915300298,-0.008451328533532438,-0.033580210875881845]
1958	[-0.12343538037357125,0.10075489005985842,0.12606695054343905,0.12599330267123005,0.03910032698664009,0.05715597394878203,0.03793777266889609,-0.007576217472886555,-0.00214222701080552,-0.03248805473434275]
1959	[-0.11775410161976928,0.08729367245348756,0.12102026520782729,0.12218736456806001,0.026058592833060334,0.08258807393849806,-0.037212561256264924,-0.04327494485280415,0.02905913476123277,0.031212523986413002]
196	[-0.17794159344104085,-0.22524088625530236,0.11390992174439762,-0.03430942660628898,-0.03844833392250894,-0.02960789339113826,-0.13035095887500484,-0.04224259301154395,0.09810483641141168,0.0016491193799930462]
1960	[-0.12353749770653263,0.09350898006405724,0.12278240982184073,0.11293714571734625,0.04461197381585928,0.06077468076514935,0.03061304237237369,-0.0121137835075241,0.0012575209928141612,-0.02960347673230178]
